Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Pepacton Reservoir"
Cubic Meter
"Sources and Destinations","Decrease in Storage for Pepacton Reservoir","Increase in Storage for Pepacton Reservoir","Inflow from Upstream","Net Evaporation","Outflow to Downstream"
2/8/2009,1627035, ,775885,-14306.6,-2388610
2/9/2009,1487616, ,811857,42253.1,-2341730
2/10/2009,1262769, ,988296,122801,-2373870
2/11/2009,51121.4, ,2125032,203746,-2379900
2/12/2009, ,-2834290,4939030,275103,-2379840
2/13/2009, ,-2196160,4124859,473066,-2401760
2/14/2009,145161, ,1990183,268967,-2404310
2/15/2009,451493, ,1975581,-22931.9,-2404140
2/16/2009,423556, ,1998782,-18720.5,-2403620
2/17/2009,486475, ,1934056,-17405.1,-2403130
2/18/2009,490342, ,1913916,-16696.4,-2387560
2/19/2009,773610, ,1632348,-18966.3,-2386990
2/20/2009,980127, ,1354328,51639.3,-2386090
2/21/2009,1262300, ,1145079,-18553.2,-2388830
2/22/2009,1401675, ,998890,-17076.2,-2383490
2/23/2009,1492452, ,895962,-6553.6,-2381860
2/24/2009,1572110, ,823909,-19522.1,-2376500
2/25/2009,1620647, ,772669,-15015.9,-2378300
2/26/2009,793890, ,1598813,-16284.9,-2376420
2/27/2009, ,-3421430,5639568,157361,-2375500
2/28/2009, ,-4143060,6081648,440879,-2379470
3/1/2009, ,-922157,2957767,348673,-2384280
3/2/2009,142854, ,2268455,-25954.6,-2385350
3/3/2009,180720, ,2224754,-20285.9,-2385190
3/4/2009,281918, ,2119848,-12916.4,-2388850
3/5/2009,424101, ,1974542,-13992.8,-2384650
3/6/2009, ,-895151,3296765,-17455.4,-2384160
3/7/2009, ,-5367990,7499060,198002,-2329070
3/8/2009, ,-14906900,16953380,348804,-2395300
3/9/2009, ,-24050800,24202670,639918,-791758
3/10/2009, ,-25288300,25835750,208573,-756072
3/11/2009, ,-9643470,23945118,97430.1,-14399100
3/12/2009, ,0,16241322,35117.6,-16276400
3/13/2009, ,0,6767765,-49795,-6717970
3/14/2009, ,0,5301294,-33650.2,-5267640
3/15/2009, ,0,5289874,-38466.9,-5251410
3/16/2009, ,0,4271836,-48627.9,-4223210
3/17/2009, ,0,2611510,-51840.9,-2559670
3/18/2009,67788.8, ,1905773,-53917.8,-1919640
3/19/2009,153994, ,1788834,-19634.2,-1923190
3/20/2009,454408, ,1465360,7118,-1926890
3/21/2009,827478, ,1146133,-47253.2,-1926360
3/22/2009,905229, ,1060238,-40069.9,-1925400
3/23/2009,972384, ,984140,-43549,-1912980
3/24/2009,1404751, ,927135,-38290.1,-2293600
3/25/2009,1418880, ,906935,-37480.3,-2288330
3/26/2009,1395769, ,1092979,-44813.3,-2443930
3/27/2009,1346143, ,1073658,45010.3,-2464810
3/28/2009,1559472, ,931528,-27752.3,-2463250
3/29/2009,1028883, ,1518288,-74607.1,-2472560
3/30/2009,651827, ,1638842,180700,-2471370
3/31/2009,1283750, ,1196155,-24292.4,-2455610
4/1/2009,1182253, ,1343878,-57010.3,-2469120
4/2/2009,1175629, ,1318077,-25958.7,-2467750
4/3/2009, ,-945986,3291015,-69522.5,-2275510
4/4/2009, ,-1560840,3523355,314088,-2276610
4/5/2009, ,-382919,1885719,-47877.3,-1454920
4/6/2009, ,-1276250,2120476,-62605.6,-781621
4/7/2009, ,-705926,2161367,35036.9,-1490480
4/8/2009, ,-783850,1647392,-57120.3,-806422
4/9/2009, ,-670230,1505137,-50072.8,-784834
4/10/2009, ,-161927,1770819,-40911,-1567980
4/11/2009, ,-147410,1795076,62753.3,-1710420
4/12/2009,395056, ,1383211,-71547.4,-1706720
4/13/2009,1183824, ,1226731,-60545.3,-2350010
4/14/2009,1426770, ,1098544,-53058.6,-2472260
4/15/2009,771566, ,992206,-64173.1,-1699600
4/16/2009,698993, ,911851,-76889.6,-1533960
4/17/2009,1495348, ,850408,-71611.8,-2274140
4/18/2009,1554035, ,795405,-77032.4,-2272410
4/19/2009,1603753, ,750140,-86920.5,-2266970
4/20/2009,900183, ,1185440,-101140,-1984480
4/21/2009, ,-31905.7,2164527,142571,-2275190
4/22/2009,160932, ,1998927,100614,-2260470
4/23/2009,796015, ,1254047,-66775,-1983290
4/24/2009,799269, ,1170527,-73556.6,-1896240
4/25/2009,850070, ,1121859,-72989.6,-1898940
4/26/2009,939352, ,1061638,-106667,-1894320
4/27/2009,1033146, ,991033,-127318,-1896860
4/28/2009,1096856, ,924745,-129570,-1892030
4/29/2009,1177133, ,834175,-120551,-1890760
4/30/2009,1229771, ,776499,-113251,-1893020
5/1/2009,1132720, ,901208,-73390.9,-1960540
5/2/2009,1103774, ,843676,11770.4,-1959220
5/3/2009,1306590, ,738888,-83910.8,-1961570
5/4/2009,1304826, ,744491,-85395.4,-1963920
5/5/2009,1125932, ,871969,-39366.7,-1958530
5/6/2009,637841, ,1306779,8977.39,-1953600
5/7/2009,246063, ,1292193,107604,-1645860
5/8/2009,397765, ,1468836,-97405.1,-1769200
5/9/2009, ,-932476,1727981,33610.1,-829116
5/10/2009, ,-851081,1643446,45333.5,-837699
5/11/2009,179532, ,1315941,-110288,-1385180
5/12/2009,233277, ,1236229,-92029.6,-1377480
5/13/2009,343055, ,1132313,-87033.6,-1388330
5/14/2009, ,-482952,1978432,-88674.5,-1406810
5/15/2009, ,-1612230,2329887,244337,-961991
5/16/2009, ,-4308570,5239034,-97721.5,-832744
5/17/2009, ,-6208330,6502830,543250,-837749
5/18/2009, ,-3014010,3868740,-9766.41,-844961
5/19/2009, ,-2067000,2997868,-82409.7,-848462
5/20/2009, ,-1528490,2461934,-82583.9,-850864
5/21/2009, ,-144858,2004369,-112252,-1747260
5/22/2009,514742, ,1583743,-126556,-1971930
5/23/2009,655432, ,1449413,-133514,-1971330
5/24/2009,712523, ,1325148,-67101.1,-1970570
5/25/2009,987892, ,1069877,-88027.1,-1969740
5/26/2009, ,-364724,2464246,-127056,-1972470
5/27/2009, ,-1389640,2991360,371167,-1972890
5/28/2009, ,-1001160,3022582,-46920.4,-1974500
5/29/2009, ,-3388020,5146970,216715,-1975670
5/30/2009, ,-3355980,5172511,166697,-1983230
5/31/2009, ,-2092020,3276160,-117761,-1066380
6/1/2009, ,-1682240,2691683,-98120.2,-911322
6/2/2009, ,-1180310,2190139,-96554.8,-913277
6/3/2009, ,-717907,1733663,-101108,-914648
6/4/2009,1132463, ,1372220,-95828.3,-2408850
6/5/2009,483580, ,1099761,-111549,-1471790
6/6/2009,1538479, ,900055,-113811,-2324720
6/7/2009,1914006, ,778809,-119007,-2573810
6/8/2009,1933135, ,788221,-127273,-2594080
6/9/2009,1099289, ,1509830,-13653.4,-2595470
6/10/2009,1056699, ,1312747,221114,-2590560
6/11/2009,1353550, ,1367390,-131608,-2589330
6/12/2009,698301, ,1815022,74436.4,-2587760
6/13/2009, ,-794681,3407838,-30079.2,-2583080
6/14/2009, ,-1491400,3921683,153721,-2584000
6/15/2009, ,-3437210,4427460,-85133.6,-905116
6/16/2009, ,-2917980,3794538,32545.8,-909108
6/17/2009, ,-2289540,3331125,-129089,-912498
6/18/2009, ,-2112150,6474406,168455,-4530720
6/19/2009, ,0,7160409,272023,-7432430
6/20/2009, ,0,8829229,-125116,-8704110
6/21/2009, ,0,10805197,519287,-11324500
6/22/2009, ,0,6251196,-40428.4,-6210770
6/23/2009, ,0,3490701,-138619,-3352080
6/24/2009, ,0,2434664,-142673,-2291990
6/25/2009, ,0,2510400,-135640,-2374760
6/26/2009, ,0,3318431,-51653.1,-3266780
6/27/2009, ,0,2989041,134479,-3123520
6/28/2009, ,0,2186263,-115809,-2070450
6/29/2009,396666, ,1557219,-130525,-1823360
6/30/2009,81862, ,2083562,-121652,-2043770
7/1/2009, ,-469591,2391845,128922,-2051180
7/2/2009, ,-8937.12,2870014,-105124,-2755950
7/3/2009, ,0,2917881,59400.4,-2977280
7/4/2009, ,0,2134297,-56294.4,-2078000
7/5/2009,1083531, ,1590270,-131696,-2542100
7/6/2009,1249267, ,1469653,-121949,-2596970
7/7/2009,570370, ,2095682,-66661.8,-2599390
7/8/2009,343000, ,2065574,182655,-2591230
7/9/2009,1244018, ,1462535,-112095,-2594460
7/10/2009,1537105, ,1180210,-124301,-2593010
7/11/2009,419965, ,2307590,-132456,-2595100
7/12/2009, ,-296779,2607879,257142,-2568240
7/13/2009,853207, ,1803797,-125674,-2531330
7/14/2009,1190130, ,1458076,-117866,-2530340
7/15/2009,1357637, ,1239039,-116587,-2480090
7/16/2009,979128, ,1670944,-115435,-2534640
7/17/2009, ,-1029850,3479523,147451,-2597120
7/18/2009, ,-1516940,3939316,168686,-2591060
7/19/2009,550620, ,2181542,-139336,-2592830
7/20/2009,1004788, ,1707460,-123932,-2588320
7/21/2009,1142660, ,1571122,-126634,-2587150
7/22/2009,1242603, ,1447516,-100427,-2589690
7/23/2009,1533144, ,1182364,-134759,-2580750
7/24/2009,1341281, ,1379062,-137747,-2582600
7/25/2009,1055147, ,1568452,-46189.5,-2577410
7/26/2009,1396236, ,1283881,-103933,-2576180
7/27/2009,1566439, ,1102500,-83248.7,-2585690
7/28/2009,1749047, ,936118,-104923,-2580240
7/29/2009, ,-5916040,8403654,-134148,-2353470
7/30/2009, ,-11150900,11067224,984259,-900593
7/31/2009, ,-3498830,12605597,-67777.4,-9038990
8/1/2009, ,0,13643389,657188,-14300600
8/2/2009, ,0,8060374,-130949,-7929430
8/3/2009, ,0,6787766,149246,-6937010
8/4/2009, ,0,3942224,-129263,-3812960
8/5/2009, ,0,2830856,-131132,-2699720
8/6/2009,206164, ,1944163,-109723,-2040600
8/7/2009,1366664, ,1354558,-119361,-2601860
8/8/2009,1675072, ,1043305,-118104,-2600270
8/9/2009,414191, ,2299814,-115677,-2598330
8/10/2009, ,-1420520,3211465,803026,-2593980
8/11/2009, ,-330699,2534897,398928,-2603130
8/12/2009,447231, ,2300055,-143777,-2603510
8/13/2009,379982, ,2288133,-68754.3,-2599360
8/14/2009,952385, ,1750496,-111461,-2591420
8/15/2009,1219181, ,1508754,-137622,-2590310
8/16/2009,1356005, ,1366350,-137328,-2585030
8/17/2009,1564104, ,1130361,-99643.4,-2594820
8/18/2009,736025, ,2003410,-146430,-2593000
8/19/2009,388731, ,2157627,41921.4,-2588280
8/20/2009,1234083, ,1450423,-96678.4,-2587830
8/21/2009, ,-2078590,3749830,-132844,-1538400
8/22/2009, ,-5864620,6469070,303735,-908190
8/23/2009, ,-2245400,6094140,88641.8,-3937380
8/24/2009, ,0,4240012,-99695.3,-4140320
8/25/2009, ,0,3079604,-123933,-2955670
8/26/2009, ,0,2481147,-121891,-2359260
8/27/2009,139259, ,1965356,-64010.4,-2040600
8/28/2009, ,-139259,2613648,-112163,-2362230
8/29/2009, ,0,4082183,178183,-4260370
8/30/2009, ,0,3430595,142939,-3573530
8/31/2009,1644.34, ,2158090,-111630,-2048100
9/1/2009,446237, ,1658083,-110408,-1993910
9/2/2009,729791, ,1389221,-91992.3,-2027020
9/3/2009,902779, ,1207077,-98683,-2011170
9/4/2009,1029263, ,1076361,-102999,-2002630
9/5/2009,1143584, ,957290,-106944,-1993930
9/6/2009,1251157, ,852213,-106898,-1996470
9/7/2009,1313383, ,782745,-101109,-1995020
9/8/2009,1348224, ,739015,-101246,-1985990
9/9/2009,1393091, ,709821,-103485,-1999430
9/10/2009,1759494, ,689850,-103413,-2345930
9/11/2009,1417966, ,1057052,-93875.7,-2381140
9/12/2009,879938, ,1406881,89048.1,-2375870
9/13/2009,1430304, ,981714,-41044.1,-2370970
9/14/2009,1609398, ,862260,-102346,-2369310
9/15/2009,1529006, ,857648,-95416,-2291240
9/16/2009,1507482, ,894172,-97194.2,-2304460
9/17/2009,1262933, ,1091701,-63295.1,-2291340
9/18/2009,1137052, ,1057903,94916.3,-2289870
9/19/2009,1441931, ,934420,-83928.9,-2292420
9/20/2009,1506985, ,863784,-76393.1,-2294380
9/21/2009,1558022, ,806643,-75668.4,-2289000
9/22/2009,1497168, ,761685,-80288.3,-2178560
9/23/2009,1446489, ,926240,-87281.6,-2285450
9/24/2009,1542102, ,863824,1460.89,-2407390
9/25/2009,1816969, ,759249,-103368,-2472850
9/26/2009,1110832, ,1439704,-76167.8,-2474370
9/27/2009, ,-1014090,3185226,309446,-2480580
9/28/2009, ,-1484380,3633742,317640,-2467000
9/29/2009, ,-351932,2825625,-4970.42,-2468720
9/30/2009, ,-168987,2678087,-43840,-2465260
10/1/2009,68701.2, ,2443286,-63222.7,-2448760
10/2/2009,63713.1, ,2424707,-36106.5,-2452310
10/3/2009, ,-231104,2676841,10372.6,-2456110
10/4/2009,168936, ,2304961,-25018.1,-2448880
10/5/2009,821266, ,1694787,-74869.8,-2441180
10/6/2009,1008017, ,1516252,-69039.9,-2455230
10/7/2009,697396, ,1771727,-15065.4,-2454060
10/8/2009,740396, ,1674208,31143.7,-2445750
10/9/2009,898142, ,1607079,-63961.7,-2441260
10/10/2009,724891, ,1620382,102199,-2447470
10/11/2009,1227756, ,1276582,-57708,-2446630
10/12/2009,1292161, ,1213087,-52543.7,-2452700
10/13/2009,1160858, ,1320464,-30118,-2451200
10/14/2009,1160634, ,1295583,-21120.1,-2435100
10/15/2009,1253862, ,1204606,-28589.3,-2429880
10/16/2009,1104884, ,1193210,48075.7,-2346170
10/17/2009,1181097, ,1143434,16483.6,-2341010
10/18/2009,1266758, ,1074598,-1713.68,-2339640
10/19/2009,1377031, ,995035,-33895.3,-2338170
10/20/2009,1443768, ,933903,-41099.8,-2336570
10/21/2009,1501672, ,874578,-44985.4,-2331270
10/22/2009,1561778, ,822596,-54852.2,-2329520
10/23/2009,1268359, ,1118628,-59280.2,-2327710
10/24/2009, ,-4795390,6949316,172309,-2326230
10/25/2009, ,-8230740,9528402,1034140,-2331800
10/26/2009, ,-2105800,4504077,-60778,-2337490
10/27/2009, ,-2138470,4525522,-47113,-2339940
10/28/2009, ,-6852910,9149794,45540.4,-2342430
10/29/2009, ,-9444380,11110808,706459,-2372880
10/30/2009, ,-3428590,5869964,-53646.2,-2387730
10/31/2009, ,-2345490,4789971,-52769.8,-2391710
11/1/2009, ,-1445480,3816569,19479.2,-2390560
11/2/2009, ,-43456.6,2475080,-35509.4,-2396110
11/3/2009,606764, ,1830464,-41064.3,-2396160
11/4/2009,963633, ,1474642,-42815.7,-2395460
11/5/2009, ,-199045,1291932,-34913.7,-1057970
11/6/2009, ,-5397.22,1162250,-8895.88,-1147960
11/7/2009, ,-211150,1018509,-18646.7,-788712
11/8/2009, ,-132439,948458,-27061.7,-788958
11/9/2009, ,-66715.3,887503,-39176.1,-781612
11/10/2009, ,-15067.3,841311,-44554.3,-781689
11/11/2009,19353, ,809853,-47499,-781707
11/12/2009,34515.2, ,786185,-39015.5,-781684
11/13/2009,53780.5, ,765710,-37845.7,-781644
11/14/2009, ,-41995.2,860941,-37363.8,-781582
11/15/2009, ,-407176,1177487,11319.8,-781631
11/16/2009, ,-5396.96,836984,-49483.9,-782104
11/17/2009,1126.21, ,827739,-46755.6,-782110
11/18/2009,2653.7, ,820411,-37327.4,-785737
11/19/2009, ,-469054,1299964,-33805,-797105
11/20/2009, ,-2014300,2390364,414085,-790150
11/21/2009, ,-2444040,3098860,130173,-784990
11/22/2009, ,-1251340,2074660,-35493.7,-787830
11/23/2009, ,-1219900,2043210,-34026.3,-789283
11/24/2009, ,-1133990,1956327,-31641.7,-790700
11/25/2009, ,-1126870,1954783,-35890,-792018
11/26/2009, ,-1095260,1894477,-5886.22,-793327
11/27/2009, ,-897198,1725399,-33602.3,-794599
11/28/2009, ,-771466,1596773,-29665,-795641
11/29/2009, ,-98105.9,1379600,7493.21,-1288990
11/30/2009, ,0,1351484,-25918.8,-1325560
12/1/2009, ,0,1246392,51782.7,-1298170
12/2/2009, ,0,1596226,-29784.9,-1566440
12/3/2009, ,0,3381595,65056,-3446650
12/4/2009, ,0,4836600,195561,-5032160
12/5/2009, ,0,3104914,-29503.2,-3075410
12/6/2009, ,0,3116682,38901.8,-3155580
12/7/2009, ,0,2702859,-20560.2,-2682300
12/8/2009, ,0,2429250,-17387.5,-2411860
12/9/2009, ,0,2881490,-19118.1,-2862370
12/10/2009, ,0,3199711,29756.9,-3229470
12/11/2009, ,0,2311155,-19117.1,-2292040
12/12/2009, ,0,1843740,-17644,-1826100
12/13/2009, ,0,1677461,-15830.5,-1661630
12/14/2009, ,0,1409209,-16079.9,-1393130
12/15/2009,61945.9, ,1312213,-21091.5,-1353070
12/16/2009,165617, ,1190775,-3396.12,-1353000
12/17/2009,313087, ,1060697,-20980.9,-1352800
12/18/2009,384444, ,983070,-15074.7,-1352440
12/19/2009,435179, ,928213,-11398.9,-1351990
12/20/2009,478699, ,886458,-13670,-1351490
12/21/2009,1402891, ,851885,-16724.3,-2238050
12/22/2009,1620779, ,824156,-17637.6,-2427300
12/23/2009,1649014, ,800860,-16960.4,-2432910
12/24/2009,1668556, ,781133,-15062.2,-2434630
12/25/2009,1683843, ,763783,-14937.6,-2432690
12/26/2009,1412617, ,1037256,-19139.7,-2430730
12/27/2009,984040, ,1416008,29043,-2429090
12/28/2009,872101, ,1544835,7383.41,-2424320
12/29/2009,1561557, ,878461,-16711.6,-2423310
12/30/2009,1004035, ,876369,-15327.3,-1865080
12/31/2009,1003064, ,876784,-12309.6,-1867540
1/1/2010,1008392, ,874193,-16211.2,-1866370
1/2/2010,1019245, ,869508,-19679.3,-1869070
1/3/2010,1028160, ,858332,-18603.4,-1867890
1/4/2010,1037584, ,837524,-12284.7,-1862820
1/5/2010,205445, ,810325,-11274.2,-1004500
1/6/2010, ,-1682.64,786232,-12293,-772256
1/7/2010,21936, ,764685,-14363.6,-772258
1/8/2010,42719, ,745622,-16109.1,-772232
1/9/2010,60074.1, ,729356,-17247.5,-772183
1/10/2010,70719.8, ,715625,-14232.1,-772113
1/11/2010,78297.2, ,703542,-9808.78,-772031
1/12/2010,89614.8, ,692473,-10147.9,-771940
1/13/2010,104961, ,682292,-15417,-771836
1/14/2010,114849, ,672931,-16066.8,-771714
1/15/2010,124609, ,664102,-17130.4,-771580
1/16/2010,135037, ,655734,-19335.6,-771436
1/17/2010, ,-63717.2,860999,-26002.6,-771279
1/18/2010, ,-49430.9,840875,-20091.4,-771353
1/19/2010,75237.9, ,717847,-21674.6,-771410
1/20/2010,108220, ,677133,-14029.7,-771323
1/21/2010,135605, ,658298,-22705.5,-771197
1/22/2010,136889, ,654167,-20016.5,-771040
1/23/2010,139895, ,650182,-19196.5,-770881
1/24/2010, ,-494782,1284730,-19229.5,-770718
1/25/2010, ,-5441010,6232122,-19819.5,-771293
1/26/2010, ,-7745300,7934863,588046,-777614
1/27/2010, ,-2411340,3152916,45038.5,-786611
1/28/2010, ,-2096870,2743878,142409,-789412
1/29/2010, ,-1861410,2676971,-23712.9,-791848
1/30/2010, ,-1751860,2560406,-14530.8,-794011
1/31/2010, ,-521550,2378010,-10210.4,-1846250
2/1/2010, ,0,2127265,-10157.5,-2117110
2/2/2010, ,0,1758774,-13402.5,-1745370
2/3/2010, ,0,1406414,-15815.6,-1390600
2/4/2010,985222, ,1175375,-16450.7,-2144150
2/5/2010,1448428, ,1023686,-18487.1,-2453630
2/6/2010,1546412, ,921963,-16430.6,-2451940
2/7/2010,1615345, ,852165,-17361.8,-2450150
2/8/2010,1659256, ,803169,-14153.8,-2448270
2/9/2010,1690718, ,767526,-15529.5,-2442710
2/10/2010,1689104, ,740469,-18820.1,-2410750
2/11/2010,1763996, ,719138,-21847,-2461290
2/12/2010,1755707, ,701843,-20811,-2436740
2/13/2010,1767508, ,687432,-20240.3,-2434700
2/14/2010,1801940, ,675051,-18216.8,-2458770
2/15/2010,1785341, ,663913,-18700.3,-2430550
2/16/2010,1797496, ,653941,-22957.4,-2428480
2/17/2010,1804614, ,644606,-22828.9,-2426390
2/18/2010,1495014, ,952313,-23032.3,-2424290
2/19/2010,542415, ,1911308,-23665.6,-2430060
2/20/2010, ,-927836,3222509,127255,-2421930
2/21/2010, ,-408952,2599959,231999,-2423010
2/22/2010, ,-377407,2460852,340035,-2423480
2/23/2010, ,-5074360,6728670,91989,-1746300
2/24/2010, ,-8360770,8533659,602433,-775323
2/25/2010, ,-5585310,7095029,435562,-1945280
2/26/2010, ,-4413890,7772896,664967,-4023980
2/27/2010, ,0,9621040,36088.3,-9657130
2/28/2010, ,0,12712948,297799,-13010700
3/1/2010, ,0,14885376,292845,-15178200
3/2/2010, ,0,16703898,77654.4,-16781600
3/3/2010, ,0,13685173,96269.5,-13781400
3/4/2010, ,0,9362079,9933.51,-9372010
3/5/2010, ,0,6512185,-30917.8,-6481270
3/6/2010, ,0,3732998,-35812.2,-3697190
3/7/2010, ,0,3765315,-35459.9,-3729850
3/8/2010, ,0,4188110,-38619.6,-4149490
3/9/2010, ,0,2846999,-41768.7,-2805230
3/10/2010, ,0,2018282,-47525,-1970760
3/11/2010, ,0,1657116,-48733.1,-1608380
3/12/2010, ,0,1328709,-54218.6,-1274490
3/13/2010, ,0,4881653,13319.9,-4894970
3/14/2010, ,0,8806959,159633,-8966590
3/15/2010, ,0,7006254,-7329.42,-6998920
3/16/2010, ,0,4045197,-55881,-3989320
3/17/2010, ,0,3448886,-55934.5,-3392950
3/18/2010, ,0,2651946,-56471.4,-2595470
3/19/2010, ,0,2301232,-58516.9,-2242720
3/20/2010, ,0,1999534,-61987.5,-1937550
3/21/2010, ,0,1670056,-65965.6,-1604090
3/22/2010, ,0,5611856,-71324.6,-5540530
3/23/2010, ,0,8231566,852301,-9083870
3/24/2010, ,0,4224958,-66299.8,-4158660
3/25/2010, ,0,4918063,-63295,-4854770
3/26/2010, ,0,5119278,166724,-5286000
3/27/2010, ,0,3592970,-56268.8,-3536700
3/28/2010, ,0,4035956,-40968.8,-3994990
3/29/2010, ,0,4743980,114901,-4858880
3/30/2010, ,0,7231252,162224,-7393480
3/31/2010, ,0,8233940,584659,-8818600
4/1/2010, ,0,5496948,-58800.3,-5438150
4/2/2010, ,0,3610272,-70505.3,-3539770
4/3/2010, ,0,2656460,-86506.1,-2569950
4/4/2010, ,0,2091406,-95062.6,-1996340
4/5/2010,690710, ,1749105,-89795.6,-2350020
4/6/2010,988291, ,1570460,-82283.6,-2476470
4/7/2010,1178822, ,1338580,-42082.5,-2475320
4/8/2010,366774, ,2206011,-98834.8,-2473950
4/9/2010,123436, ,2216761,137197,-2477390
4/10/2010,1242055, ,1338977,-103781,-2477250
4/11/2010,1301039, ,1241949,-67179.6,-2475810
4/12/2010,1380159, ,1168280,-74142,-2474300
4/13/2010,1435825, ,1108358,-71490.2,-2472690
4/14/2010,1486571, ,1055723,-71268.4,-2471030
4/15/2010,1487960, ,1049949,-68611,-2469300
4/16/2010,896881, ,1568214,2475.86,-2467570
4/17/2010,528443, ,1648002,290083,-2466530
4/18/2010,1173018, ,1359449,-66552.6,-2465910
4/19/2010,1278983, ,1246664,-61095.6,-2464550
4/20/2010,1355778, ,1181534,-70617.5,-2466690
4/21/2010,1408076, ,1129075,-75659.1,-2461490
4/22/2010,1473879, ,1065256,-83149.8,-2455980
4/23/2010,1521222, ,1008001,-82451,-2446770
4/24/2010,630822, ,1327448,-78389.7,-1879880
4/25/2010, ,-250824,2004926,110047,-1864150
4/26/2010, ,-1564350,3370937,72855.3,-1879440
4/27/2010, ,-1786760,3365426,313719,-1892380
4/28/2010, ,-490467,2428214,-39415.4,-1898330
4/29/2010, ,-248078,2208422,-61442.8,-1898900
4/30/2010, ,-15600.6,1972368,-57578.8,-1899190
5/1/2010,345083, ,1723938,-97238.4,-1971780
5/2/2010,559369, ,1530243,-118230,-1971380
5/3/2010,460416, ,1613490,-103173,-1970730
5/4/2010,471343, ,1504748,-5892.83,-1970200
5/5/2010,663295, ,1337237,-30882.1,-1969650
5/6/2010,1188736, ,1147069,-60171.8,-2275630
5/7/2010,526766, ,1898098,-105614,-2319250
5/8/2010, ,-407015,2495423,248858,-2337270
5/9/2010,264139, ,2053632,23838.1,-2341610
5/10/2010,759877, ,1663560,-82133.7,-2341300
5/11/2010, ,-368366,2510767,-67850.6,-2074550
5/12/2010, ,-1564890,2929534,223837,-1588480
5/13/2010, ,-2211120,3075858,-19318.7,-845423
5/14/2010, ,-2112050,3432067,21972.6,-1341990
5/15/2010, ,-499833,2296191,-103789,-1692570
5/16/2010,220143, ,1813944,-120064,-1914020
5/17/2010,872515, ,1482931,-101056,-2254390
5/18/2010,800756, ,1629806,-98561.8,-2332000
5/19/2010, ,-387419,1995220,49521.6,-1657320
5/20/2010, ,-422344,1367678,-96057.5,-849276
5/21/2010,745942, ,1141669,-113226,-1774390
5/22/2010,814101, ,1097279,-126733,-1784650
5/23/2010,906542, ,984545,-107385,-1783700
5/24/2010,1047102, ,865473,-129927,-1782650
5/25/2010,933827, ,807265,-124408,-1616680
5/26/2010,977663, ,757586,-142148,-1593100
5/27/2010,964833, ,775017,-147884,-1591970
